,geometry,centroid,centroid_x,centroid_y,zone_label
564,"POLYGON ((-73.87974410710272 40.81964526418964, -73.86966665615708 40.81954696426493, -73.86953665770291 40.82720270933259, -73.87961526705206 40.827301035637326, -73.87974410710272 40.81964526418964))",POINT (-73.87464067241771 40.82342406671999),-73.87464067241771,40.82342406671999,332
565,"POLYGON ((-73.87961526705206 40.827301035637326, -73.86953665770291 40.82720270933259, -73.86940660923456 40.83485844386583, -73.87948637743268 40.83495679655661, -73.87961526705206 40.827301035637326))",POINT (-73.87451122826897 40.831079819731634),-73.87451122826897,40.831079819731634,333
566,"POLYGON ((-73.87948637743268 40.83495679655661, -73.86940660923456 40.83485844386583, -73.86927651073022 40.84251416786411, -73.87935743822295 40.8426125469469, -73.87948637743268 40.83495679655661))",POINT (-73.87438173431788 40.838735562211596),-73.87438173431788,40.838735562211596,334
567,"POLYGON ((-73.87935743822295 40.8426125469469, -73.86927651073022 40.84251416786411, -73.86914636216797 40.85016988132688, -73.87922844940121 40.85026828680769, -73.87935743822295 40.8426125469469))",POINT (-73.87425219054272 40.846391294159304),-73.87425219054272,40.846391294159304,335
568,"POLYGON ((-73.87922844940121 40.85026828680769, -73.86914636216797 40.85016988132688, -73.869016163526 40.85782558425357, -73.87909941094577 40.857924016138405, -73.87922844940121 40.85026828680769))",POINT (-73.87412259692174 40.85404701557423),-73.87412259692174,40.85404701557423,336
569,"POLYGON ((-73.87909941094577 40.857924016138405, -73.869016163526 40.85782558425357, -73.86888591478237 40.86548127664365, -73.8789703228349 40.86557973493852, -73.87909941094577 40.857924016138405))",POINT (-73.87399295343315 40.861702726455825),-73.87399295343315,40.861702726455825,337
571,"POLYGON ((-73.87264286673924 40.64346192148708, -73.86259198606476 40.64336335206889, -73.86246198374828 40.65101931279672, -73.87251401261238 40.65111790869276, -73.87264286673924 40.64346192148708))",POINT (-73.86755271272337 40.647240696673265),-73.86755271272337,40.647240696673265,338
572,"POLYGON ((-73.87251401261238 40.65111790869276, -73.86246198374828 40.65101931279672, -73.8623319314753 40.65867526299699, -73.8723851089701 40.65877388537685, -73.87251401261238 40.65111790869276))",POINT (-73.8674232596331 40.6548966653973),-73.8674232596331,40.6548966653973,339
573,"POLYGON ((-73.8723851089701 40.65877388537685, -73.8623319314753 40.65867526299699, -73.86220182922415 40.666331202669156, -73.8722561557908 40.666429851538815, -73.8723851089701 40.65877388537685))",POINT (-73.86729375679604 40.662552623596504),-73.86729375679604,40.662552623596504,340
574,"POLYGON ((-73.8722561557908 40.666429851538815, -73.86220182922415 40.666331202669156, -73.86207167697306 40.67398713181264, -73.87212715305296 40.67408580717809, -73.8722561557908 40.666429851538815))",POINT (-73.86716420419059 40.6702085712703),-73.86716420419059,40.6702085712703,341
575,"POLYGON ((-73.87212715305296 40.67408580717809, -73.86207167697306 40.67398713181264, -73.86194147470029 40.68164305042687, -73.87199810073504 40.68174175229407, -73.87212715305296 40.67408580717809))",POINT (-73.86703460179504 40.67786450841814),-73.86703460179504,40.67786450841814,342
576,"POLYGON ((-73.87199810073504 40.68174175229407, -73.86194147470029 40.68164305042687, -73.86181122238406 40.68929895851128, -73.87186899881544 40.689397686886274, -73.87199810073504 40.68174175229407))",POINT (-73.86690494958779 40.68552043503943),-73.86690494958779,40.68552043503943,343
577,"POLYGON ((-73.87186899881544 40.689397686886274, -73.86181122238406 40.68929895851128, -73.86168092000261 40.696954856065325, -73.8717398472726 40.69705361095406, -73.87186899881544 40.689397686886274))",POINT (-73.86677524754712 40.69317635113364),-73.86677524754712,40.69317635113364,344
578,"POLYGON ((-73.8717398472726 40.69705361095406, -73.86168092000261 40.696954856065325, -73.86155056753414 40.70461074308841, -73.87161064608489 40.70470952449689, -73.8717398472726 40.69705361095406))",POINT (-73.86664549565138 40.700832256700174),-73.86664549565138,40.700832256700174,345
579,"POLYGON ((-73.87161064608489 40.70470952449689, -73.86155056753414 40.70461074308841, -73.86142016495685 40.71226661957999, -73.87148139523073 40.71236542751423, -73.87161064608489 40.70470952449689))",POINT (-73.86651569387887 40.708488151738486),-73.86651569387887,40.708488151738486,346
580,"POLYGON ((-73.87148139523073 40.71236542751423, -73.86142016495685 40.71226661957999, -73.86128971224892 40.71992248553948, -73.87135209468848 40.72002132000548, -73.87148139523073 40.71236542751423))",POINT (-73.86638584220782 40.716144036248004),-73.86638584220782,40.716144036248004,347
581,"POLYGON ((-73.87135209468848 40.72002132000548, -73.86128971224892 40.71992248553948, -73.8611592093885 40.72757834096635, -73.8712227444365 40.7276772019701, -73.87135209468848 40.72002132000548))",POINT (-73.86625594061655 40.72379991022818),-73.86625594061655,40.72379991022818,348
582,"POLYGON ((-73.8712227444365 40.7276772019701, -73.8611592093885 40.72757834096635, -73.86102865635377 40.735234185859994, -73.87109334445312 40.73533307340753, -73.8712227444365 40.7276772019701))",POINT (-73.86612598908327 40.73145577367843),-73.86612598908327,40.73145577367843,349
583,"POLYGON ((-73.87109334445312 40.73533307340753, -73.86102865635377 40.735234185859994, -73.86089805312284 40.74289002021989, -73.87096389471668 40.742988934317204, -73.87109334445312 40.73533307340753))",POINT (-73.8659959875863 40.739111626598216),-73.8659959875863,40.739111626598216,350
584,"POLYGON ((-73.87096389471668 40.742988934317204, -73.86089805312284 40.74289002021989, -73.86076739967385 40.75054584404546, -73.87083439520549 40.750644784698565, -73.87096389471668 40.742988934317204))",POINT (-73.86586593610377 40.74676746898697),-73.86586593610377,40.74676746898697,351
585,"POLYGON ((-73.87083439520549 40.750644784698565, -73.86076739967385 40.75054584404546, -73.86063669598491 40.75820165733614, -73.87070484589788 40.75830062455106, -73.87083439520549 40.750644784698565))",POINT (-73.86573583461396 40.75442330084412),-73.86573583461396,40.75442330084412,352
586,"POLYGON ((-73.87070484589788 40.75830062455106, -73.86063669598491 40.75820165733614, -73.86050594203411 40.76585746009136, -73.87057524677212 40.76595645387412, -73.87070484589788 40.75830062455106))",POINT (-73.86560568309505 40.76207912216911),-73.86560568309505,40.76207912216911,353
587,"POLYGON ((-73.87057524677212 40.76595645387412, -73.86050594203411 40.76585746009136, -73.86037513779955 40.773513252310586, -73.8704455978065 40.7736122726672, -73.87057524677212 40.76595645387412))",POINT (-73.86547548152524 40.769734932961406),-73.86547548152524,40.769734932961406,354
593,"POLYGON ((-73.86979660461893 40.81189120866341, -73.85972036160202 40.81179205534703, -73.85958925520377 40.819447784338486, -73.86966665615708 40.81954696426493, -73.86979660461893 40.81189120866341))",POINT (-73.86469321981382 40.815669576496965),-73.86469321981382,40.815669576496965,355
594,"POLYGON ((-73.86966665615708 40.81954696426493, -73.85958925520377 40.819447784338486, -73.85945809836792 40.82710350279003, -73.86953665770291 40.82720270933259, -73.86966665615708 40.81954696426493))",POINT (-73.86456266727566 40.82332531354469),-73.86456266727566,40.82332531354469,356
595,"POLYGON ((-73.86953665770291 40.82720270933259, -73.85945809836792 40.82710350279003, -73.85932689107246 40.83475921070111, -73.86940660923456 40.83485844386583, -73.86953665770291 40.82720270933259))",POINT (-73.86443206451159 40.83098104005525),-73.86443206451159,40.83098104005525,357
596,"POLYGON ((-73.86940660923456 40.83485844386583, -73.85932689107246 40.83475921070111, -73.85919563329533 40.84241490807117, -73.86927651073022 40.84251416786411, -73.86940660923456 40.83485844386583))",POINT (-73.86430141149961 40.83863675602809),-73.86430141149961,40.83863675602809,358
597,"POLYGON ((-73.86927651073022 40.84251416786411, -73.85919563329533 40.84241490807117, -73.8590643250145 40.85007059489967, -73.86914636216797 40.85016988132688, -73.86927651073022 40.84251416786411))",POINT (-73.86417070821786 40.84629246146267),-73.86417070821786,40.84629246146267,359
598,"POLYGON ((-73.86914636216797 40.85016988132688, -73.8590643250145 40.85007059489967, -73.85893296620786 40.85772627118604, -73.869016163526 40.85782558425357, -73.86914636216797 40.85016988132688))",POINT (-73.86403995464428 40.85394815635844),-73.86403995464428,40.85394815635844,360
599,"POLYGON ((-73.869016163526 40.85782558425357, -73.85893296620786 40.85772627118604, -73.85880155685335 40.86538193692974, -73.86888591478237 40.86548127664365, -73.869016163526 40.85782558425357))",POINT (-73.86390915075695 40.861603840714835),-73.86390915075695,40.861603840714835,361
602,"POLYGON ((-73.86246198374828 40.65101931279672, -73.8524100048406 40.65091984209176, -73.85227880395871 40.65857576557331, -73.8623319314753 40.65867526299699, -73.86246198374828 40.65101931279672))",POINT (-73.85737068144114 40.654797618795484),-73.85737068144114,40.654797618795484,362
603,"POLYGON ((-73.8623319314753 40.65867526299699, -73.85227880395871 40.65857576557331, -73.85214755265744 40.66623167852073, -73.86220182922415 40.666331202669156, -73.8623319314753 40.65867526299699))",POINT (-73.85724002976369 40.66245355039041),-73.85724002976369,40.66245355039041,363
604,"POLYGON ((-73.86220182922415 40.666331202669156, -73.85214755265744 40.66623167852073, -73.85201625091484 40.673887580933425, -73.86207167697306 40.67398713181264, -73.86220182922415 40.666331202669156))",POINT (-73.85710932787654 40.670109471453934),-73.85710932787654,40.670109471453934,364
605,"POLYGON ((-73.86207167697306 40.67398713181264, -73.85201625091484 40.673887580933425, -73.85188489870899 40.681543472810816, -73.86194147470029 40.68164305042687, -73.86207167697306 40.67398713181264))",POINT (-73.85697857575782 40.677765381985466),-73.85697857575782,40.677765381985466,365
606,"POLYGON ((-73.86194147470029 40.68164305042687, -73.85188489870899 40.681543472810816, -73.8517534960179 40.68919935415234, -73.86181122238406 40.68929895851128, -73.86194147470029 40.68164305042687))",POINT (-73.85684777338571 40.685421281984446),-73.85684777338571,40.685421281984446,366
607,"POLYGON ((-73.86181122238406 40.68929895851128, -73.8517534960179 40.68919935415234, -73.85162204281964 40.696855224957474, -73.86168092000261 40.696954856065325, -73.86181122238406 40.68929895851128))",POINT (-73.85671692073834 40.69307717145032),-73.85671692073834,40.69307717145032,367
608,"POLYGON ((-73.86168092000261 40.696954856065325, -73.85162204281964 40.696855224957474, -73.85149053909221 40.70451108522557, -73.86155056753414 40.70461074308841, -73.86168092000261 40.696954856065325))",POINT (-73.85658601779379 40.700733050382496),-73.85658601779379,40.700733050382496,368
609,"POLYGON ((-73.86155056753414 40.70461074308841, -73.85149053909221 40.70451108522557, -73.85135898481361 40.71216693495613, -73.86142016495685 40.71226661957999, -73.86155056753414 40.70461074308841))",POINT (-73.85645506453022 40.70838891878043),-73.85645506453022,40.70838891878043,369
610,"POLYGON ((-73.86142016495685 40.71226661957999, -73.85135898481361 40.71216693495613, -73.85122737996184 40.71982277414853, -73.86128971224892 40.71992248553948, -73.86142016495685 40.71226661957999))",POINT (-73.85632406092569 40.71604477664356),-73.85632406092569,40.71604477664356,370
611,"POLYGON ((-73.86128971224892 40.71992248553948, -73.85122737996184 40.71982277414853, -73.85109572451483 40.72747860280226, -73.8611592093885 40.72757834096635, -73.86128971224892 40.71992248553948))",POINT (-73.85619300695826 40.72370062397128),-73.85619300695826,40.72370062397128,371
612,"POLYGON ((-73.8611592093885 40.72757834096635, -73.85109572451483 40.72747860280226, -73.85096401845061 40.735134420916715, -73.86102865635377 40.735234185859994, -73.8611592093885 40.72757834096635))",POINT (-73.85606190260603 40.73135646076309),-73.85606190260603,40.73135646076309,372
613,"POLYGON ((-73.86102865635377 40.735234185859994, -73.85096401845061 40.735134420916715, -73.85083226174707 40.74279022849133, -73.86089805312284 40.74289002021989, -73.86102865635377 40.735234185859994))",POINT (-73.85593074784707 40.73901228701835),-73.85593074784707,40.73901228701835,373
614,"POLYGON ((-73.86089805312284 40.74289002021989, -73.85083226174707 40.74279022849133, -73.85070045438216 40.750446025525555, -73.86076739967385 40.75054584404546, -73.86089805312284 40.74289002021989))",POINT (-73.85579954265931 40.74666810273655),-73.85579954265931,40.74666810273655,374
615,"POLYGON ((-73.86076739967385 40.75054584404546, -73.85070045438216 40.750446025525555, -73.8505685963338 40.75810181201883, -73.86063669598491 40.75820165733614, -73.86076739967385 40.75054584404546))",POINT (-73.8556682870209 40.75432390791711),-73.8556682870209,40.75432390791711,375
619,"POLYGON ((-73.86024428325928 40.78116903399323, -73.85017271786695 40.781069108247245, -73.85004065686368 40.78872485257104, -73.86011337839135 40.78882480513877, -73.86024428325928 40.78116903399323))",POINT (-73.85514275951996 40.784947023251746),-73.85514275951996,40.784947023251746,376
622,"POLYGON ((-73.85985141758471 40.804136315816216, -73.84977638245272 40.804036309586785, -73.84964416900068 40.8116920222776, -73.85972036160202 40.81179205534703, -73.85985141758471 40.804136315816216))",POINT (-73.85474808308275 40.80791424908005),-73.85474808308275,40.80791424908005,377
623,"POLYGON ((-73.85972036160202 40.81179205534703, -73.84964416900068 40.8116920222776, -73.84951190468803 40.81934772442297, -73.85958925520377 40.819447784338486, -73.85972036160202 40.81179205534703))",POINT (-73.85461642304574 40.81556996993933),-73.85461642304574,40.81556996993933,378
624,"POLYGON ((-73.85958925520377 40.819447784338486, -73.84951190468803 40.81934772442297, -73.84937958949256 40.827003416022315, -73.85945809836792 40.82710350279003, -73.85958925520377 40.819447784338486))",POINT (-73.85448471235955 40.82322568025594),-73.85448471235955,40.82322568025594,379
625,"POLYGON ((-73.85945809836792 40.82710350279003, -73.84937958949256 40.827003416022315, -73.84924722339201 40.834659097075104, -73.85932689107246 40.83475921070111, -73.85945809836792 40.82710350279003))",POINT (-73.85435295100207 40.8308813800293),-73.85435295100207,40.8308813800293,380
626,"POLYGON ((-73.85932689107246 40.83475921070111, -73.84924722339201 40.834659097075104, -73.84911480636418 40.842314767580795, -73.85919563329533 40.84241490807117, -73.85932689107246 40.83475921070111))",POINT (-73.85422113895119 40.838537069258884),-73.85422113895119,40.838537069258884,381
627,"POLYGON ((-73.85919563329533 40.84241490807117, -73.84911480636418 40.842314767580795, -73.84898233838679 40.849970427538764, -73.8590643250145 40.85007059489967, -73.85919563329533 40.84241490807117))",POINT (-73.85408927618477 40.84619274794411),-73.85408927618477,40.84619274794411,382
628,"POLYGON ((-73.8590643250145 40.85007059489967, -73.84898233838679 40.849970427538764, -73.8488498194376 40.85762607694853, -73.85893296620786 40.85772627118604, -73.8590643250145 40.85007059489967))",POINT (-73.8539573626806 40.853848416084446),-73.8539573626806,40.853848416084446,383
629,"POLYGON ((-73.85893296620786 40.85772627118604, -73.8488498194376 40.85762607694853, -73.84871724949431 40.8652817158095, -73.85880155685335 40.86538193692974, -73.85893296620786 40.85772627118604))",POINT (-73.85382539841655 40.86150407367935),-73.85382539841655,40.86150407367935,384
631,"POLYGON ((-73.85254115532503 40.64326390807663, -73.84249037496089 40.643163589522985, -73.84235807633044 40.650819496590586, -73.8524100048406 40.65091984209176, -73.85254115532503 40.64326390807663))",POINT (-73.84744990330415 40.64704178198102),-73.84744990330415,40.64704178198102,385
632,"POLYGON ((-73.8524100048406 40.65091984209176, -73.84235807633044 40.650819496590586, -73.84222572686151 40.65847539311852, -73.85227880395871 40.65857576557331, -73.8524100048406 40.65091984209176))",POINT (-73.84731815343709 40.65469769727364),-73.84731815343709,40.65469769727364,386
633,"POLYGON ((-73.85227880395871 40.65857576557331, -73.84222572686151 40.65847539311852, -73.84209332653205 40.66613127910622, -73.85214755265744 40.66623167852073, -73.85227880395871 40.65857576557331))",POINT (-73.84718635294107 40.66235360202937),-73.84718635294107,40.66235360202937,387
634,"POLYGON ((-73.85214755265744 40.66623167852073, -73.84209332653205 40.66613127910622, -73.84196087531988 40.67378715455311, -73.85201625091484 40.673887580933425, -73.85214755265744 40.66623167852073))",POINT (-73.84705450179405 40.67000949624762),-73.84705450179405,40.67000949624762,388
635,"POLYGON ((-73.85201625091484 40.673887580933425, -73.84196087531988 40.67378715455311, -73.84182837320289 40.68144301945862, -73.85188489870899 40.681543472810816, -73.85201625091484 40.673887580933425))",POINT (-73.84692259997401 40.677665379927824),-73.84692259997401,40.677665379927824,389
636,"POLYGON ((-73.85188489870899 40.681543472810816, -73.84182837320289 40.68144301945862, -73.84169582015893 40.689098873822175, -73.8517534960179 40.68919935415234, -73.85188489870899 40.681543472810816))",POINT (-73.84679064745889 40.685321253069404),-73.84679064745889,40.685321253069404,390
637,"POLYGON ((-73.8517534960179 40.68919935415234, -73.84169582015893 40.689098873822175, -73.84156321616585 40.69675471764319, -73.85162204281964 40.696855224957474, -73.8517534960179 40.68919935415234))",POINT (-73.84665864422668 40.69297711567181),-73.84665864422668,40.69297711567181,391
638,"POLYGON ((-73.85162204281964 40.696855224957474, -73.84156321616585 40.69675471764319, -73.84143056120145 40.70441055092111, -73.85149053909221 40.70451108522557, -73.85162204281964 40.696855224957474))",POINT (-73.84652659025525 40.70063296773445),-73.84652659025525,40.70063296773445,392
639,"POLYGON ((-73.85149053909221 40.70451108522557, -73.84143056120145 40.70441055092111, -73.84129785524355 40.71206637365537, -73.85135898481361 40.71216693495613, -73.85149053909221 40.70451108522557))",POINT (-73.84639448552252 40.708288809256764),-73.84639448552252,40.708288809256764,393
640,"POLYGON ((-73.85135898481361 40.71216693495613, -73.84129785524355 40.71206637365537, -73.84116509826995 40.71972218584536, -73.85122737996184 40.71982277414853, -73.85135898481361 40.71216693495613))",POINT (-73.84626233000643 40.71594464023816),-73.84626233000643,40.71594464023816,394
641,"POLYGON ((-73.85122737996184 40.71982277414853, -73.84116509826995 40.71972218584536, -73.84103229025844 40.72737798749056, -73.85109572451483 40.72747860280226, -73.85122737996184 40.71982277414853))",POINT (-73.84613012368483 40.72360046067812),-73.84613012368483,40.72360046067812,395
642,"POLYGON ((-73.85109572451483 40.72747860280226, -73.84103229025844 40.72737798749056, -73.84089943118674 40.735033778590385, -73.85096401845061 40.735134420916715, -73.85109572451483 40.72747860280226))",POINT (-73.84599786653557 40.73125627057602),-73.84599786653557,40.73125627057602,396
643,"POLYGON ((-73.85096401845061 40.735134420916715, -73.84089943118674 40.735033778590385, -73.84076652103266 40.74268955914426, -73.85083226174707 40.74279022849133, -73.85096401845061 40.735134420916715))",POINT (-73.84586555853652 40.73891206993134),-73.84586555853652,40.73891206993134,397
644,"POLYGON ((-73.85083226174707 40.74279022849133, -73.84076652103266 40.74268955914426, -73.84063355977392 40.75034532915161, -73.85070045438216 40.750446025525555, -73.85083226174707 40.74279022849133))",POINT (-73.84573319966556 40.74656785874348),-73.84573319966556,40.74656785874348,398
645,"POLYGON ((-73.85070045438216 40.750446025525555, -73.84063355977392 40.75034532915161, -73.84050054738823 40.75800108861187, -73.8505685963338 40.75810181201883, -73.85070045438216 40.750446025525555))",POINT (-73.8456007899005 40.75422363701188),-73.8456007899005,40.75422363701188,399
646,"POLYGON ((-73.8505685963338 40.75810181201883, -73.84050054738823 40.75800108861187, -73.84036748385331 40.76565683752449, -73.85043668757989 40.76575758797056, -73.8505685963338 40.75810181201883))",POINT (-73.84546832921913 40.761879404735986),-73.84546832921913,40.761879404735986,400
647,"POLYGON ((-73.85043668757989 40.76575758797056, -73.84036748385331 40.76565683752449, -73.84023436914687 40.773312575888895, -73.85030472809832 40.77341335338023, -73.85043668757989 40.76575758797056))",POINT (-73.8453358175993 40.769535161915236),-73.8453358175993,40.769535161915236,401
648,"POLYGON ((-73.85030472809832 40.77341335338023, -73.84023436914687 40.773312575888895, -73.84010120324658 40.78096830370452, -73.85017271786695 40.781069108247245, -73.85030472809832 40.77341335338023))",POINT (-73.84520325501873 40.77719090854905),-73.84520325501873,40.77719090854905,402
649,"POLYGON ((-73.85017271786695 40.781069108247245, -73.84010120324658 40.78096830370452, -73.83996798613008 40.78862402097079, -73.85004065686368 40.78872485257104, -73.85017271786695 40.781069108247245))",POINT (-73.84507064145525 40.78484664463688),-73.84507064145525,40.78484664463688,403
650,"POLYGON ((-73.85004065686368 40.78872485257104, -73.83996798613008 40.78862402097079, -73.83983471777505 40.79627972768716, -73.84990854506631 40.79638058635108, -73.85004065686368 40.78872485257104))",POINT (-73.84493797688656 40.79250237017815),-73.84493797688656,40.79250237017815,404
653,"POLYGON ((-73.84964416900068 40.8116920222776, -73.83956802725997 40.81159110946791, -73.83943460505512 40.819246784531174, -73.84951190468803 40.81934772442297, -73.84964416900068 40.8116920222776))",POINT (-73.84453967692679 40.81546948351701),-73.84453967692679,40.81546948351701,405
654,"POLYGON ((-73.84951190468803 40.81934772442297, -73.83943460505512 40.819246784531174, -73.83930113152223 40.82690244904227, -73.84937958949256 40.827003416022315, -73.84951190468803 40.81934772442297))",POINT (-73.84440680811467 40.82312516686646),-73.84440680811467,40.82312516686646,406
655,"POLYGON ((-73.84937958949256 40.827003416022315, -73.83930113152223 40.82690244904227, -73.83916760663885 40.83455810300064, -73.84924722339201 40.834659097075104, -73.84937958949256 40.827003416022315))",POINT (-73.84427388818597 40.83078083966654),-73.84427388818597,40.83078083966654,407
656,"POLYGON ((-73.84924722339201 40.834659097075104, -73.83916760663885 40.83455810300064, -73.83903403038256 40.84221374640573, -73.84911480636418 40.842314767580795, -73.84924722339201 40.834659097075104))",POINT (-73.84414091711831 40.8384365019167),-73.84414091711831,40.8384365019167,408
657,"POLYGON ((-73.84911480636418 40.842314767580795, -73.83903403038256 40.84221374640573, -73.8389004027309 40.849869379257, -73.84898233838679 40.849970427538764, -73.84911480636418 40.842314767580795))",POINT (-73.84400789488934 40.84609215361638),-73.84400789488934,40.84609215361638,409
658,"POLYGON ((-73.84898233838679 40.849970427538764, -73.8389004027309 40.849869379257, -73.83876672366144 40.857525001553846, -73.8488498194376 40.85762607694853, -73.84898233838679 40.849970427538764))",POINT (-73.8438748214768 40.853747794765034),-73.8438748214768,40.853747794765034,410
659,"POLYGON ((-73.8488498194376 40.85762607694853, -73.83876672366144 40.857525001553846, -73.83863299315166 40.86518061329575, -73.84871724949431 40.8652817158095, -73.8488498194376 40.85762607694853))",POINT (-73.84374169685822 40.86140342536209),-73.84374169685822,40.86140342536209,411
661,"POLYGON ((-73.84249037496089 40.643163589522985, -73.83243964541309 40.643062396420724, -73.83230619865871 40.65071827630595, -73.84235807633044 40.650819496590586, -73.84249037496089 40.643163589522985))",POINT (-73.83739857428453 40.64694101261988),-73.83739857428453,40.64694101261988,412
663,"POLYGON ((-73.84222572686151 40.65847539311852, -73.8321727006249 40.65837414564537, -73.83203915128934 40.666030004438426, -73.84209332653205 40.66613127910622, -73.84222572686151 40.65847539311852))",POINT (-73.83713272676943 40.66225277852611),-73.83713272676943,40.66225277852611,413
664,"POLYGON ((-73.84209332653205 40.66613127910622, -73.83203915128934 40.666030004438426, -73.83190555062974 40.673685852684514, -73.84196087531988 40.67378715455311, -73.84209332653205 40.66613127910622))",POINT (-73.8369997263846 40.66990864566412),-73.8369997263846,40.66990864566412,414
665,"POLYGON ((-73.84196087531988 40.67378715455311, -73.83190555062974 40.673685852684514, -73.83177189862377 40.68134169038308, -73.84182837320289 40.68144301945862, -73.84196087531988 40.67378715455311))",POINT (-73.83686667488527 40.677564502257965),-73.83686667488527,40.677564502257965,415
666,"POLYGON ((-73.84182837320289 40.68144301945862, -73.83177189862377 40.68134169038308, -73.8316381952491 40.68899751753354, -73.84169582015893 40.689098873822175, -73.84182837320289 40.68144301945862))",POINT (-73.83673357224923 40.68522034830706),-73.83673357224923,40.68522034830706,416
667,"POLYGON ((-73.84169582015893 40.689098873822175, -73.8316381952491 40.68899751753354, -73.83150444048336 40.69665333413531, -73.84156321616585 40.69675471764319, -73.84169582015893 40.689098873822175))",POINT (-73.83660041845421 40.69287618381087),-73.83660041845421,40.69287618381087,417
668,"POLYGON ((-73.84156321616585 40.69675471764319, -73.83150444048336 40.69665333413531, -73.83137063430419 40.70430914018783, -73.84143056120145 40.70441055092111, -73.84156321616585 40.69675471764319))",POINT (-73.83646721347797 40.70053200876877),-73.83646721347797,40.70053200876877,418
669,"POLYGON ((-73.84143056120145 40.70441055092111, -73.83137063430419 40.70430914018783, -73.8312367766892 40.711964935690524, -73.84129785524355 40.71206637365537, -73.84143056120145 40.70441055092111))",POINT (-73.83633395729821 40.708187823180225),-73.83633395729821,40.708187823180225,419
670,"POLYGON ((-73.84129785524355 40.71206637365537, -73.8312367766892 40.711964935690524, -73.831102867616 40.7196207206428, -73.84116509826995 40.71972218584536, -73.84129785524355 40.71206637365537))",POINT (-73.83620064989265 40.715843627044634),-73.83620064989265,40.715843627044634,420
671,"POLYGON ((-73.84116509826995 40.71972218584536, -73.831102867616 40.7196207206428, -73.83096890706217 40.72727649504412, -73.84103229025844 40.72737798749056, -73.84116509826995 40.71972218584536))",POINT (-73.83606729123898 40.72349942036144),-73.83606729123898,40.72349942036144,421
672,"POLYGON ((-73.84103229025844 40.72737798749056, -73.83096890706217 40.72727649504412, -73.8308348950053 40.73493225889387, -73.84089943118674 40.735033778590385, -73.84103229025844 40.72737798749056))",POINT (-73.83593388131486 40.731155203130086),-73.83593388131486,40.731155203130086,422
673,"POLYGON ((-73.84089943118674 40.735033778590385, -73.8308348950053 40.73493225889387, -73.83070083142293 40.74258801219152, -73.84076652103266 40.74268955914426, -73.84089943118674 40.735033778590385))",POINT (-73.83580042009795 40.73881097534996),-73.83580042009795,40.73881097534996,423
674,"POLYGON ((-73.84076652103266 40.74268955914426, -73.83070083142293 40.74258801219152, -73.83056671629262 40.750243754936456, -73.84063355977392 40.75034532915161, -73.84076652103266 40.74268955914426))",POINT (-73.83566690756594 40.74646673702055),-73.83566690756594,40.74646673702055,424
675,"POLYGON ((-73.84063355977392 40.75034532915161, -73.83056671629262 40.750243754936456, -73.8304325495919 40.75789948712815, -73.84050054738823 40.75800108861187, -73.84063355977392 40.75034532915161))",POINT (-73.83553334369641 40.754122488141235),-73.83553334369641,40.754122488141235,425
676,"POLYGON ((-73.84050054738823 40.75800108861187, -73.8304325495919 40.75789948712815, -73.83029833129828 40.765555208765996, -73.84036748385331 40.76565683752449, -73.84050054738823 40.75800108861187))",POINT (-73.83539972846704 40.76177822871147),-73.83539972846704,40.76177822871147,426
677,"POLYGON ((-73.84036748385331 40.76565683752449, -73.83029833129828 40.765555208765996, -73.83016406138927 40.773210919849454, -73.84023436914687 40.773312575888895, -73.84036748385331 40.76565683752449))",POINT (-73.83526606185539 40.76943395873068),-73.83526606185539,40.76943395873068,427
678,"POLYGON ((-73.84023436914687 40.773312575888895, -73.83016406138927 40.773210919849454, -73.83002973984235 40.78086662037794, -73.84010120324658 40.78096830370452, -73.84023436914687 40.773312575888895))",POINT (-73.83513234383908 40.77708967819832),-73.83513234383908,40.77708967819832,428
679,"POLYGON ((-73.84010120324658 40.78096830370452, -73.83002973984235 40.78086662037794, -73.82989536663501 40.78852231035089, -73.83996798613008 40.78862402097079, -73.84010120324658 40.78096830370452))",POINT (-73.83499857439567 40.7847453871138),-73.83499857439567,40.7847453871138,429
682,"POLYGON ((-73.83970139815915 40.80393542385305, -73.82962646514885 40.803833658627916, -73.8294919368249 40.81148931693085, -73.83956802725997 40.81159110946791, -73.83970139815915 40.80393542385305))",POINT (-73.83459695727842 40.807712450541665),-73.83459695727842,40.807712450541665,430
683,"POLYGON ((-73.83956802725997 40.81159110946791, -73.8294919368249 40.81148931693085, -73.8293573567503 40.819144964676006, -73.83943460505512 40.819246784531174, -73.83956802725997 40.81159110946791))",POINT (-73.83446298190212 40.81536811724288),-73.83446298190212,40.81536811724288,431
684,"POLYGON ((-73.83943460505512 40.819246784531174, -73.8293573567503 40.819144964676006, -73.82922272490238 40.826800601862786, -73.83930113152223 40.82690244904227, -73.83943460505512 40.819246784531174))",POINT (-73.83432895498645 40.82302377338913),-73.83432895498645,40.82302377338913,432
685,"POLYGON ((-73.83930113152223 40.82690244904227, -73.82922272490238 40.826800601862786, -73.82908804125861 40.83445622849062, -73.83916760663885 40.83455810300064, -73.83930113152223 40.82690244904227))",POINT (-73.83419487650879 40.83067941897981),-73.83419487650879,40.83067941897981,433
